1.500000000000000000e+03	8.180905571392536879e-02
1.500130130130130055e+03	8.277510224253081805e-02
1.500260260260260338e+03	7.665680756061708789e-02
1.500390390390390394e+03	7.891091612784799370e-02
1.500520520520520449e+03	8.470719529961621974e-02
1.500650650650650732e+03	7.665680756061708789e-02
1.500780780780780788e+03	8.599525733758291157e-02
1.500910910910910843e+03	8.341913326157765485e-02
1.501041041041041126e+03	7.504673001243748753e-02
1.501171171171171181e+03	8.148704020438073126e-02
1.501301301301301237e+03	8.696130386601197415e-02
1.501431431431431520e+03	8.631727284706358638e-02
1.501561561561561575e+03	8.309711775205655404e-02
1.501691691691691631e+03	8.245308673300037750e-02
1.501821821821821914e+03	8.567324182809785138e-02
1.501951951951951969e+03	8.921541243219838213e-02
1.502082082082082024e+03	7.794486959906568591e-02
1.502212212212212307e+03	8.406316428060603418e-02
1.502342342342342363e+03	8.019897816615378927e-02
1.502472472472472418e+03	7.408068348346483201e-02
1.502602602602602701e+03	8.760533488494326448e-02
1.502732732732732757e+03	8.309711775205655404e-02
1.502862862862862812e+03	8.277510224253081805e-02
1.502992992992993095e+03	8.213107122346524624e-02
1.503123123123123150e+03	8.535122631860840581e-02
1.503253253253253206e+03	8.567324182809785138e-02
1.503383383383383489e+03	8.245308673300037750e-02
1.503513513513513544e+03	8.052099367571782795e-02
1.503643643643643600e+03	8.953742794163710439e-02
1.503773773773773883e+03	8.341913326157765485e-02
1.503903903903903938e+03	8.341913326157765485e-02
1.504034034034033994e+03	8.341913326157765485e-02
1.504164164164164276e+03	9.082548997935213642e-02
1.504294294294294332e+03	8.502921080911453322e-02
1.504424424424424387e+03	8.084300918527698165e-02
1.504554554554554443e+03	8.663928835653993132e-02
1.504684684684684726e+03	8.438517979011339598e-02
1.504814814814814781e+03	8.309711775205655404e-02
1.504944944944944837e+03	8.953742794163710439e-02
1.505075075075075119e+03	8.277510224253081805e-02
1.505205205205205175e+03	8.502921080911453322e-02
1.505335335335335230e+03	8.824936590385772106e-02
1.505465465465465513e+03	8.535122631860840581e-02
1.505595595595595569e+03	8.760533488494326448e-02
1.505725725725725624e+03	9.211355201700478779e-02
1.505855855855855907e+03	9.275758303580836084e-02
